chrom	start	end	har_coord	category	nearest_gene	distance_to_gene
chr16	25836324	25836795	chr16:25836324-25836795	intronic	HS3ST4	0
chr16	27800059	27800229	chr16:27800059-27800229	intronic	GSG1L	0
chr16	31681797	31681910	chr16:31681797-31681910	promoter_proximal	RBM22P12	0
chr16	48334470	48334632	chr16:48334470-48334632	promoter_proximal	LONP2	0
chr16	48688684	48688855	chr16:48688684-48688855	intronic	RP11-42I10.1	0
chr16	48845586	48845747	chr16:48845586-48845747	intergenic_proximal	RP11-42I10.3	4172
chr16	51019261	51019500	chr16:51019261-51019500	promoter_proximal	LINC02127	0
chr16	51067724	51067842	chr16:51067724-51067842	intergenic_proximal	RP11-883G14.4	11326
chr16	51102554	51102771	chr16:51102554-51102771	intergenic_proximal	SOD1P2	4800
chr16	52523681	52524314	chr16:52523681-52524314	intronic	TOX3	0
chr16	52569009	52569343	chr16:52569009-52569343	intronic	CASC16	0
chr16	52598041	52598069	chr16:52598041-52598069	intronic	CASC16	0
chr16	52708031	52708347	chr16:52708031-52708347	intergenic_proximal	RP11-297L17.4	30285
chr16	54128326	54128863	chr16:54128326-54128863	intronic	FTO	0
chr16	54226449	54226948	chr16:54226449-54226948	intergenic_proximal	RP11-324D17.2	12745
chr16	54714130	54714591	chr16:54714130-54714591	intergenic_proximal	AC007491.1	56469
chr16	56789794	56789816	chr16:56789794-56789816	intronic	NUP93	0
chr16	59144540	59144734	chr16:59144540-59144734	intronic	RP11-410D17.2	0
chr16	59553856	59554026	chr16:59553856-59554026	intergenic_proximal	RNU4-58P	13591
chr16	61072053	61072308	chr16:61072053-61072308	intergenic_proximal	RPS27AP16	16090
chr16	61460839	61461146	chr16:61460839-61461146	intergenic_proximal	RP11-109D24.2	177087
chr16	61465603	61465921	chr16:61465603-61465921	intergenic_proximal	RP11-109D24.2	172312
chr16	61516053	61516277	chr16:61516053-61516277	intergenic_proximal	RP11-109D24.2	121956
chr16	61564588	61564742	chr16:61564588-61564742	intergenic_proximal	RP11-109D24.2	73491
chr16	61568847	61569327	chr16:61568847-61569327	intergenic_proximal	RP11-109D24.2	68906
chr16	62049798	62050035	chr16:62049798-62050035	intergenic_proximal	CDH8	12764
chr16	62700650	62701056	chr16:62700650-62701056	intergenic_proximal	AC009110.1	102202
chr16	62769582	62769744	chr16:62769582-62769744	intergenic_proximal	RP11-50O21.1	38478
chr16	62909394	62909889	chr16:62909394-62909889	intergenic_proximal	RP11-50O21.1	100689
chr16	62950002	62950360	chr16:62950002-62950360	intergenic_proximal	RP11-96H17.1	106426
chr16	63133189	63133582	chr16:63133189-63133582	intergenic_proximal	RP11-96H17.1	3536
chr16	63328362	63328539	chr16:63328362-63328539	intronic	RP11-368L12.1	0
chr16	63816445	63816544	chr16:63816445-63816544	intergenic_proximal	LINC02165	60562
chr16	63981488	63981876	chr16:63981488-63981876	intergenic_proximal	RP11-21L1.1	44583
chr16	64313103	64313234	chr16:64313103-64313234	intronic	AC012322.1	0
chr16	64564990	64565219	chr16:64564990-64565219	intronic	RP11-467L24.1	0
chr16	64769317	64769467	chr16:64769317-64769467	intergenic_proximal	RP11-439I14.3	30754
chr16	65009817	65009967	chr16:65009817-65009967	intronic	CDH11	0
chr16	65144937	65145293	chr16:65144937-65145293	intronic	LINC02126	0
chr16	65223789	65223974	chr16:65223789-65223974	intronic	RP11-256I9.2	0
chr16	65821246	65821448	chr16:65821246-65821448	intergenic_proximal	RP11-513N24.1	39664
chr16	66042607	66042674	chr16:66042607-66042674	intergenic_proximal	RP11-356O24.1	104155
chr16	67414221	67414244	chr16:67414221-67414244	intronic	ZDHHC1	0
chr16	68507923	68508105	chr16:68507923-68508105	intergenic_proximal	ZFP90	21985
chr16	68656784	68656820	chr16:68656784-68656820	intronic	CDH3	0
chr16	68954991	68955313	chr16:68954991-68955313	intronic	TANGO6	0
chr16	72167405	72167559	chr16:72167405-72167559	intronic	PMFBP1	0
chr16	72612024	72612210	chr16:72612024-72612210	intronic	LINC01572	0
chr16	72633781	72634121	chr16:72633781-72634121	intronic	LINC01572	0
chr16	73053041	73053661	chr16:73053041-73053661	intronic	ZFHX3	0
chr16	73095357	73095820	chr16:73095357-73095820	intronic	ZFHX3	0
chr16	73482771	73482925	chr16:73482771-73482925	intronic	ZFHX3	0
chr16	73505074	73505197	chr16:73505074-73505197	intronic	ZFHX3	0
chr16	73525708	73525873	chr16:73525708-73525873	intronic	ZFHX3	0
chr16	73539798	73539918	chr16:73539798-73539918	intronic	ZFHX3	0
chr16	73623347	73623746	chr16:73623347-73623746	intronic	ZFHX3	0
chr16	73817959	73818097	chr16:73817959-73818097	intronic	ZFHX3	0
chr16	73831225	73831263	chr16:73831225-73831263	intronic	ZFHX3	0
chr16	76928277	76928544	chr16:76928277-76928544	intergenic_proximal	CTD-2336H13.2	109
chr16	76985257	76985448	chr16:76985257-76985448	intergenic_proximal	CTD-2336H13.2	57089
chr16	77093435	77093587	chr16:77093435-77093587	intergenic_proximal	CTD-2300H10.2	10673
chr16	77579323	77579663	chr16:77579323-77579663	intergenic_proximal	LINC02131	11143
chr16	77604051	77604267	chr16:77604051-77604267	intronic	LINC02131	0
chr16	77959591	77959626	chr16:77959591-77959626	intronic	VAT1L	0
chr16	78184533	78184786	chr16:78184533-78184786	intronic	WWOX	0
chr16	78325248	78325746	chr16:78325248-78325746	intronic	WWOX	0
chr16	78437383	78437673	chr16:78437383-78437673	intronic	WWOX	0
chr16	78483629	78483774	chr16:78483629-78483774	intronic	WWOX	0
chr16	78804696	78804806	chr16:78804696-78804806	intronic	WWOX	0
chr16	78891502	78891660	chr16:78891502-78891660	promoter_proximal	WWOX	0
chr16	78958158	78958557	chr16:78958158-78958557	intronic	WWOX	0
chr16	79022426	79022704	chr16:79022426-79022704	intronic	WWOX	0
chr16	79165745	79166047	chr16:79165745-79166047	intronic	WWOX	0
chr16	79168573	79168595	chr16:79168573-79168595	intronic	WWOX	0
chr16	79302602	79302803	chr16:79302602-79302803	intergenic_proximal	RNA5SP431	38030
chr16	79417759	79417772	chr16:79417759-79417772	intergenic_proximal	RP11-467I17.1	87831
chr16	79900351	79900500	chr16:79900351-79900500	intergenic_proximal	LINC01228	73202
chr16	80045958	80046209	chr16:80045958-80046209	intergenic_proximal	RP11-148M9.1	214
chr16	80121587	80122116	chr16:80121587-80122116	intronic	RP11-525K10.1	0
chr16	80274490	80274612	chr16:80274490-80274612	intronic	RP11-525K10.3	0
chr16	80286093	80286311	chr16:80286093-80286311	intronic	RP11-525K10.3	0
chr16	81117495	81117534	chr16:81117495-81117534	intronic	PKD1L2	0
chr16	82261491	82261736	chr16:82261491-82261736	intergenic_proximal	RN7SKP190	68702
chr16	82499619	82499942	chr16:82499619-82499942	intronic	RP11-2L4.1	0
chr16	82627815	82628095	chr16:82627815-82628095	promoter_proximal	CDH13	0
chr16	82782675	82783425	chr16:82782675-82783425	intronic	CDH13	0
chr16	82792775	82792795	chr16:82792775-82792795	intronic	CDH13	0
chr16	82809498	82809956	chr16:82809498-82809956	intronic	CDH13	0
chr16	82940689	82940715	chr16:82940689-82940715	intronic	CDH13	0
chr16	83327169	83327211	chr16:83327169-83327211	intronic	CDH13	0
chr16	85365994	85366724	chr16:85365994-85366724	intronic	GSE1	0
chr16	87065194	87065764	chr16:87065194-87065764	promoter_proximal	LINC02181	0
chr16	89392961	89393712	chr16:89392961-89393712	intronic	ANKRD11	0
chr16	89581099	89581235	chr16:89581099-89581235	intronic	CPNE7	0
chr17	156213	156381	chr17:156213-156381	exonic	DOC2B	0
chr17	694097	694306	chr17:694097-694306	intronic	VPS53	0
chr17	2238369	2238811	chr17:2238369-2238811	intronic	SMG6	0
chr17	2299667	2300038	chr17:2299667-2300038	exonic	SMG6	0
chr17	2983230	2983805	chr17:2983230-2983805	intronic	RAP1GAP2	0
chr17	3513926	3513949	chr17:3513926-3513949	promoter_proximal	TRPV3	0
chr17	5361170	5361416	chr17:5361170-5361416	exonic	RABEP1	0
chr17	5764275	5764301	chr17:5764275-5764301	intergenic_proximal	RP11-803F22.1	7933
chr17	6054744	6054877	chr17:6054744-6054877	intronic	RP11-960B9.3	0
chr17	6147035	6147256	chr17:6147035-6147256	intergenic_proximal	RP11-960B9.2	16637
chr17	6160300	6160490	chr17:6160300-6160490	intergenic_proximal	RP11-960B9.2	3403
chr17	9446841	9447244	chr17:9446841-9447244	intronic	STX8	0
chr17	9852915	9853308	chr17:9852915-9853308	promoter_proximal	GLP2R	0
chr17	9974083	9974393	chr17:9974083-9974393	intronic	GAS7	0
chr17	10920926	10920979	chr17:10920926-10920979	intergenic_proximal	RP11-963H4.8	40032
chr17	10979702	10979919	chr17:10979702-10979919	intergenic_proximal	RP11-963H4.8	98808
chr17	11558728	11558819	chr17:11558728-11558819	exonic	SHISA6	0
chr17	20739479	20739969	chr17:20739479-20739969	intergenic_proximal	AC126365.1	2353
chr17	29677682	29677832	chr17:29677682-29677832	exonic	ABHD15-AS1	0
chr17	33316610	33317012	chr17:33316610-33317012	intronic	ASIC2	0
chr17	33539267	33539319	chr17:33539267-33539319	intronic	ASIC2	0
chr17	34908351	34908632	chr17:34908351-34908632	intergenic_proximal	CCT6B	19227
chr17	35068301	35068851	chr17:35068301-35068851	intronic	RFFL	0
chr17	35593165	35593442	chr17:35593165-35593442	intronic	AP2B1	0
chr17	35700670	35700920	chr17:35700670-35700920	intronic	AP2B1	0
chr17	37038844	37039022	chr17:37038844-37039022	intronic	AATF	0
chr17	40642872	40643322	chr17:40642872-40643322	exonic	SMARCE1	0
chr17	42378644	42378792	chr17:42378644-42378792	intronic	STAT3	0
chr17	42468271	42468447	chr17:42468271-42468447	intronic	ATP6V0A1	0
chr17	44138032	44138627	chr17:44138032-44138627	intergenic_proximal	RNU6-131P	2044
chr17	47119431	47119741	chr17:47119431-47119741	exonic	CDC27	0
chr17	47684817	47685124	chr17:47684817-47685124	exonic	KPNB1	0
chr17	48145518	48145748	chr17:48145518-48145748	intronic	SKAP1	0
chr17	48218624	48218851	chr17:48218624-48218851	intronic	SKAP1	0
chr17	48332561	48332767	chr17:48332561-48332767	intronic	SKAP1	0
chr17	49477601	49478058	chr17:49477601-49478058	intergenic_proximal	RP11-81K2.1	614
chr17	51639046	51639320	chr17:51639046-51639320	intronic	CA10	0
chr17	51752074	51752334	chr17:51752074-51752334	intronic	CA10	0
chr17	52174410	52174617	chr17:52174410-52174617	intergenic_proximal	CA10	14394
chr17	53389429	53389597	chr17:53389429-53389597	intronic	RP11-213B3.1	0
chr17	53571938	53572220	chr17:53571938-53572220	intronic	RP11-213B3.1	0
chr17	54404013	54404186	chr17:54404013-54404186	intergenic_proximal	RP11-213B3.1	38380
chr17	54427970	54428162	chr17:54427970-54428162	intergenic_proximal	ISCA1P3	49634
chr17	54461143	54461344	chr17:54461143-54461344	intergenic_proximal	ISCA1P3	16452
chr17	57598228	57598520	chr17:57598228-57598520	intronic	MSI2	0
chr17	60000013	60000168	chr17:60000013-60000168	intronic	TBC1D3P1-DHX40P1	0
chr17	61260317	61260765	chr17:61260317-61260765	intronic	BCAS3	0
chr17	61367105	61367453	chr17:61367105-61367453	intronic	BCAS3	0
chr17	64542351	64542459	chr17:64542351-64542459	exonic	CEP95	0
chr17	65438982	65439366	chr17:65438982-65439366	intergenic_proximal	LINC02563	18175
chr17	65538512	65538794	chr17:65538512-65538794	intronic	AXIN2	0
chr17	66398913	66398933	chr17:66398913-66398933	intronic	PRKCA	0
chr17	67427619	67427820	chr17:67427619-67427820	intronic	PITPNC1	0
chr17	68206139	68206241	chr17:68206139-68206241	promoter_proximal	AMZ2	0
chr17	70702366	70702628	chr17:70702366-70702628	intergenic_proximal	RP11-1058G23.1	73102
chr17	71563844	71564057	chr17:71563844-71564057	intergenic_proximal	AC118653.2	32281
chr17	71681260	71681587	chr17:71681260-71681587	intronic	RP11-166M16.1	0
chr17	73163035	73163328	chr17:73163035-73163328	promoter_proximal	POLR3KP2	0
chr17	73382573	73382724	chr17:73382573-73382724	intronic	SDK2	0
chr17	73774940	73775379	chr17:73774940-73775379	intronic	LINC00469	0
chr17	73804041	73804616	chr17:73804041-73804616	intronic	LINC00469	0
chr17	74949961	74949989	chr17:74949961-74949989	exonic	OTOP3	0
chr17	75690645	75690890	chr17:75690645-75690890	exonic	SAP30BP	0
chr17	75757498	75757555	chr17:75757498-75757555	exonic	ITGB4	0
chr17	76912898	76913048	chr17:76912898-76913048	intronic	MGAT5B	0
chr17	77042812	77043058	chr17:77042812-77043058	intergenic_proximal	Metazoa_SRP	27675
chr17	77782390	77782612	chr17:77782390-77782612	intergenic_proximal	LINC01987	53832
chr17	79951064	79951232	chr17:79951064-79951232	promoter_proximal	TBC1D16	0
chr18	904176	904536	chr18:904176-904536	promoter_proximal	RP11-672L10.3	0
chr18	908419	909169	chr18:908419-909169	promoter_proximal	ADCYAP1	0
chr18	1094513	1094718	chr18:1094513-1094718	intronic	RP11-78F17.1	0
chr18	2160552	2161950	chr18:2160552-2161950	intronic	RP11-161I6.2	0
chr18	2240380	2240610	chr18:2240380-2240610	intronic	RP11-161I6.2	0
chr18	3214862	3215272	chr18:3214862-3215272	exonic	MYOM1	0
chr18	3499007	3499552	chr18:3499007-3499552	exonic	DLGAP1	0
chr18	5964450	5964662	chr18:5964450-5964662	intronic	RP11-945C19.4	0
chr18	6363017	6363120	chr18:6363017-6363120	intronic	L3MBTL4	0
chr18	7442582	7442652	chr18:7442582-7442652	intergenic_proximal	RP11-802O4.1	13192
chr18	8333225	8333250	chr18:8333225-8333250	intronic	PTPRM	0
chr18	10299599	10299627	chr18:10299599-10299627	intronic	RP11-138E9.3	0
chr18	21322410	21322623	chr18:21322410-21322623	intronic	GREB1L	0
chr18	21822479	21822629	chr18:21822479-21822629	intronic	MIB1	0
chr18	23672249	23672749	chr18:23672249-23672749	promoter_proximal	RPS10P27	0
chr18	25042616	25043101	chr18:25042616-25043101	intergenic_proximal	RP11-958F21.3	12499
chr18	25078021	25078186	chr18:25078021-25078186	intronic	ZNF521	0
chr18	25134896	25135246	chr18:25134896-25135246	intronic	ZNF521	0
chr18	25148077	25148416	chr18:25148077-25148416	intronic	ZNF521	0
chr18	25174720	25174995	chr18:25174720-25174995	intronic	ZNF521	0
chr18	25194992	25195066	chr18:25194992-25195066	promoter_proximal	ZNF521	0
chr18	25293830	25294143	chr18:25293830-25294143	intronic	ZNF521	0
chr18	25614637	25614944	chr18:25614637-25614944	intergenic_proximal	RN7SL97P	203290
chr18	25679596	25679986	chr18:25679596-25679986	intergenic_proximal	RN7SL97P	138248
chr18	25878496	25878867	chr18:25878496-25878867	intergenic_proximal	RN7SL97P	59965
chr18	26335479	26336460	chr18:26335479-26336460	intronic	TAF4B	0
chr18	27437898	27438224	chr18:27437898-27438224	intronic	RP11-739N10.1	0
chr18	27621564	27621852	chr18:27621564-27621852	intergenic_proximal	RP11-739N10.1	26401
chr18	28030050	28030072	chr18:28030050-28030072	intronic	CDH2	0
chr18	28731697	28731721	chr18:28731697-28731721	intronic	RP11-510D21.1	0
chr18	30256775	30256925	chr18:30256775-30256925	intergenic_proximal	CTD-2338I4.1	33236
chr18	30329056	30329162	chr18:30329056-30329162	intronic	CTD-2338I4.1	0
chr18	32249928	32250025	chr18:32249928-32250025	promoter_proximal	GAREM1	0
chr18	32771331	32771440	chr18:32771331-32771440	promoter_proximal	KLHL14	0
chr18	33047102	33047288	chr18:33047102-33047288	intronic	CCDC178	0
chr18	33585161	33585727	chr18:33585161-33585727	intronic	ASXL3	0
chr18	35581701	35581856	chr18:35581701-35581856	promoter_proximal	GALNT1	0
chr18	35990497	35990647	chr18:35990497-35990647	exonic	RPRD1A	0
chr18	36469699	36470085	chr18:36469699-36470085	intronic	FHOD3	0
chr18	37669137	37669407	chr18:37669137-37669407	intronic	RP11-19F9.2	0
chr18	37714784	37714955	chr18:37714784-37714955	intronic	RP11-19F9.2	0
chr18	37946470	37946773	chr18:37946470-37946773	intergenic_proximal	RP11-60G10.1	13447
chr18	37984610	37985274	chr18:37984610-37985274	intronic	RP11-60G10.1	0
chr18	38176112	38176214	chr18:38176112-38176214	intergenic_proximal	RP11-60G10.1	183700
chr18	38482964	38483153	chr18:38482964-38483153	intergenic_proximal	RP11-687D19.1	172056
chr18	38759219	38759520	chr18:38759219-38759520	intergenic_proximal	RP11-687D19.1	71187
chr18	38965057	38965228	chr18:38965057-38965228	intergenic_proximal	RN7SKP182	50819
chr18	39039894	39040134	chr18:39039894-39040134	intergenic_proximal	RNU6-706P	5785
chr18	39105172	39105529	chr18:39105172-39105529	intergenic_proximal	RNU6-706P	71063
chr18	39311353	39312014	chr18:39311353-39312014	intronic	MIR924HG	0
chr18	39571708	39571730	chr18:39571708-39571730	intronic	MIR924HG	0
chr18	39674940	39675294	chr18:39674940-39675294	promoter_proximal	MIR924HG	0
chr18	39681117	39681244	chr18:39681117-39681244	intronic	MIR924HG	0
chr18	39713690	39713810	chr18:39713690-39713810	intronic	MIR924HG	0
chr18	39807338	39807638	chr18:39807338-39807638	intergenic_proximal	MIR924HG	7017
chr18	39909793	39909952	chr18:39909793-39909952	intronic	LINC01901	0
chr18	40005413	40005764	chr18:40005413-40005764	intergenic_proximal	RP11-5A1.1	57139
chr18	40122371	40122669	chr18:40122371-40122669	intergenic_proximal	RPL17P45	21257
chr18	40152929	40153086	chr18:40152929-40153086	intergenic_proximal	RPL17P45	8426
chr18	40360625	40360924	chr18:40360625-40360924	intergenic_proximal	RP11-10C23.1	113259
chr18	40387487	40387692	chr18:40387487-40387692	intergenic_proximal	RP11-10C23.1	140121
chr18	40432257	40432470	chr18:40432257-40432470	intergenic_proximal	RP11-10C23.1	184891
chr18	40711785	40711949	chr18:40711785-40711949	intergenic_proximal	RP11-10C23.1	464419
chr18	40850836	40850986	chr18:40850836-40850986	intergenic_proximal	RP11-142I20.2	490333
chr18	40855704	40855850	chr18:40855704-40855850	intergenic_proximal	RP11-142I20.2	485469
chr18	41338958	41339485	chr18:41338958-41339485	promoter_proximal	RP11-142I20.2	1834
chr18	41784130	41784172	chr18:41784130-41784172	intergenic_proximal	NPM1P1	4990
chr18	41879675	41879816	chr18:41879675-41879816	intergenic_proximal	AC011225.1	60255
chr18	41886209	41886462	chr18:41886209-41886462	intergenic_proximal	AC011225.1	66789
chr18	42131360	42131651	chr18:42131360-42131651	intergenic_proximal	RP11-687E1.3	15823
chr18	42349393	42349664	chr18:42349393-42349664	intronic	LINC00907	0
chr18	42418375	42418565	chr18:42418375-42418565	intronic	LINC00907	0
chr18	44025346	44025617	chr18:44025346-44025617	intergenic_proximal	AC083760.1	13854
chr18	44186186	44186452	chr18:44186186-44186452	intergenic_proximal	CTC-782O7.3	28519
chr18	44273870	44274341	chr18:44273870-44274341	intronic	CTC-782O7.3	0
chr18	44290969	44291071	chr18:44290969-44291071	intronic	CTC-782O7.3	0
chr18	44599222	44599239	chr18:44599222-44599239	intergenic_proximal	LINC01478	19270
chr18	45291880	45292671	chr18:45291880-45292671	intronic	SLC14A2	0
chr18	45299035	45299325	chr18:45299035-45299325	intronic	SLC14A2	0
chr18	45434939	45435106	chr18:45434939-45435106	intronic	SLC14A2	0
chr18	45562515	45563065	chr18:45562515-45563065	intronic	SLC14A2	0
chr18	46488862	46489047	chr18:46488862-46489047	exonic	LOXHD1	0
chr18	47375415	47375701	chr18:47375415-47375701	intronic	MIR4527HG	0
chr18	47403457	47403698	chr18:47403457-47403698	intronic	MIR4527HG	0
chr18	48208729	48209019	chr18:48208729-48209019	intronic	ZBTB7C	0
chr18	48940188	48940271	chr18:48940188-48940271	intronic	SMAD7	0
chr18	49566582	49566611	chr18:49566582-49566611	intronic	LIPG	0
chr18	51442075	51442299	chr18:51442075-51442299	intronic	LINC01630	0
chr18	51612641	51613044	chr18:51612641-51613044	promoter_proximal	LINC01630	0
chr18	51879710	51880013	chr18:51879710-51880013	intergenic_proximal	RPS8P3	34083
chr18	52568999	52569151	chr18:52568999-52569151	intronic	DCC	0
chr18	52614552	52614570	chr18:52614552-52614570	intronic	DCC	0
chr18	53021284	53021463	chr18:53021284-53021463	intronic	DCC	0
chr18	53502330	53502753	chr18:53502330-53502753	intronic	DCC	0
chr18	55078561	55078712	chr18:55078561-55078712	intergenic_proximal	LINC01929	27192
chr18	55692176	55692479	chr18:55692176-55692479	intronic	RP11-397A16.1	0
chr18	56059178	56059469	chr18:56059178-56059469	intronic	CTD-2008L17.2	0
chr18	56332474	56332659	chr18:56332474-56332659	intergenic_proximal	CTD-2008L17.2	141213
chr18	56400211	56400621	chr18:56400211-56400621	intergenic_proximal	TXNL1	196588
chr18	56818475	56818491	chr18:56818475-56818491	intronic	WDR7	0
